etiqueta,mensaje,,,
spam,"¡Alguien que conoces está intentando contactarte a través de nuestro servicio de citas! Para saber quién podría ser, llama desde tu móvil o teléfono fijo al 09064015307 BOX334SK38ch",,,
ham,"Sí, todavía puedo llevarte.",,,
ham,"Jay quiere hacer ejercicio primero, ¿qué te parece el 4?",,,
ham,"Gud gud..k, chikku tke care.. duerme bien gud nyt",,,
ham,Es parte de la prueba de coeficiente intelectual.,,,
ham,Hmm pensando lo...,,,
ham,"¡Por supuesto! No me tomes el pelo... ¡Sabes que simplemente tengo que verlo! *sonríe*... Mantenme al tanto, mi presa... *sonrisa cariñosa* *beso devorador*",,,
ham,"Gracias por los temas, fue maravilloso. Gracias. Que tengas una excelente semana.",,,
ham,"¡Gracias, princesa! Quiero ver tu lindo y jugoso trasero...",,,
ham,No he comido nada en todo el día. Estoy aquí sentada mirando esta pizza tan apetitosa y no puedo comérmela. Estos medicamentos me están arruinando la vida.,,,
ham,Buenas noches querido/a... duerme bien... cuídate... dulces sueños... Muah...,,,
ham,Vienes y buscas ese video... no está terminado...,,,
ham,"Vale, me voy pronto, estaré allí un poco después de las 9.",,,
spam,¡Urgente! Llame al 09061213237 desde un teléfono fijo. Le esperan 5000 £ en efectivo o unas vacaciones de 4 estrellas. Términos y condiciones. Enviar SAE PO Box 177 M227XY. Mayores de 16 años.,,,
ham,"Sí, el trabajo va bien, empecé la semana pasada, es lo mismo de siempre, aburrido pero fácil, ¡y los chicos son divertidos!",,,
ham,"Estudia solo, sin ayuda de nadie. Si no puedes, no hay necesidad de estudiar.",,,
ham,"Por favor, dime que no todas las llaves de mi coche están en tu bolso.",,,
ham,No recibí nada,,,
ham,Vale... Dulces sueños...,,,
ham,¡Pues le espera una gran sorpresa!,,,
ham,"Como siempre... estoy bien, feliz y me encuentro bien... :)",,,
ham,1 en CBE. 2 en Chennai.,,,
ham,Puedo ayudarte a volar recogiéndote desde dondequiera que se encuentren tus otras aves si quieres.,,,
ham,"Si alguien pregunta por una cinta de correr, di que la comprarás. Asegúrate de que funcione. Encontré un anuncio en Craigslist que la vendía por $ <#>.",,,
ham,¡Me encanta South Park! Empecé a ver The Office hace poco.,,,
ham,¿Viste esa película?,,,
ham,"Por favor, habla conmigo. No te pediré nada más que tu amistad.",,,
ham,"Mensaje impactante: Cuando levantas el teléfono, dices ""HOLA"". ¿Sabes cuál es el verdadero significado de HOLA? Es el nombre de una chica. Sí. ¿Y sabes quién es esa chica? Margaret Hello. Es la novia de Graham, quien inventó el teléfono. Moraleja: Uno puede olvidar el nombre de una persona.",,,
ham,Buenas noches. Dulces sueños. Cuídate.,,,
ham,"Hola cariño, soy Kate. ¿Te apetece hacer algo esta noche? Voy a un pub que se llama The Swan o algo así con mis padres a tomar una copa, así que llámame si puedes.",,,
ham,¿Algo más entonces? ¿No vas a casa a cenar?,,,
ham,ER,,,
spam,"Si no lo haces, tu premio se otorgará a otro cliente. Consulta los términos y condiciones en www.t-c.biz. Mayores de 18 años. 150 peniques/min. Polo Ltd. Suite 373, Londres W1J 6HL. Llama si estamos ocupados.",,,
ham,"¿Te arreglaste los dientes? Si no, hazlo cuanto antes. Vale, cuídate.",,,
ham,¿Entonces quieres venir a cenar con nosotros esta noche o no?,,,
ham,"Hola. ¿Cómo estás? ¿Qué has estado haciendo? ¿Cuándo te mudarás del piso? Porque necesito coordinar para recoger la lámpara, etc. Cuídate. ¡Hola Caroline!",,,
ham,Es demasiado tarde :) pero está bien. Te deseo lo mismo.,,,
ham,"Hola. ¡Espero que tengas un buen día! Volví del paseo, tengo mesa reservada para las ocho y media. Avísame cuando vengas.",,,
ham,"Sí, claro que es culpa mía.",,,
ham,"No sé, no recuerdo, tal vez. ¿A qué hora nos vemos mañana?",,,
ham,Mejor mensaje: Es difícil estar con una persona cuando sabes que un paso más adelante te hará enamorarte... y un paso atrás puede arruinar tu amistad... buenas noches :-) ...,,,
spam,¡URGENTE! Tu número de móvil ha ganado un premio de 2000 £ GARANTIZADO. Llama al 09061790126 desde un teléfono fijo. Reclama el 3030. Válido solo durante 12 horas. 150 ppm.,,,
ham,Holaaaa... ¡Despierta! Dulce mañana te da la bienvenida. Disfruta este día con mucha alegría. Buenos días.,,,
ham,"Vikky, ven por aquí <TIEMPO> ..",,,
ham,"¿Y cómo lo harás, princesa? :)",,,
ham,He entrado para obtener información pero no sé qué hacer.,,,
ham,"Sí, probablemente me quede aquí un tiempo.",,,
ham,Envíame tu dirección de correo electrónico pronto,,,
spam,"¡URGENTE! ¡Has ganado una membresía GRATUITA de 1 semana en nuestro premio mayor de £100,000! Envía un SMS con la palabra: RECLAMACIÓN al n.° 81010. Términos y condiciones: www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",,,
ham,Todavía me siento bastante débil hoy... ¿Mal día?,,,
ham,¡Oye! No lo olvides... Eres MÍO... Para MÍ... Mi posesión... MI propiedad... MMM... *sonrisa infantil*...,,,
ham,"Un excelente pensamiento de un amigo incomprendido: Sé que me odias, pero el día que sepas la verdad te odiarás a ti mismo :-( Buenas noches :-)",,,
ham,"¡Hola! Felicidades a los dos. Me encantaría tener dos, ¡pero he tenido que irme a casa!",,,
ham,"Querida, ¿dónde estás? Llámame",,,
ham,Xy está probando algo ahora. ¿Ya comiste? Nosotros no...,,,
spam,¡Urgente! Llame al 09061213237 desde un teléfono fijo. Le esperan 5000 £ en efectivo o unas vacaciones de lujo de 4 estrellas en las Islas Canarias. Términos y condiciones. Enviar sobre con franqueo pagado a: PO Box 177. M227XY. 150 £ por minuto. Mayores de 16 años.,,,
ham,"No sé, está en tus genes o algo así.",,,
spam,Se acerca la Navidad y puedes ganar vales de regalo de CD por 500 £ y entrada gratuita al sorteo semanal de 100 £. Envía un SMS con la palabra MUSIC al 87066. Términos y condiciones: www.Ldew.com1win150ppmx3age16subscription,,,
ham,Alex dice que no está de acuerdo con que tú no estés de acuerdo con eso.,,,
ham,¿Vienes a la funeraria?,,,
ham,Mi querida hermana. ¿Cómo estás? ¿Cuándo empiezan las clases? ¿Hay un período mínimo de espera antes de volver a solicitar la admisión? Cuídate mucho.,,,
ham,Le daré mi teléfono para que hable contigo.,,,
ham,"Bueno, buenos días, señor. ¿Cómo le va en Londres, melaza?",,,
ham,No puedo ir esta noche.,,,
ham,¿A QUÉ HORA debo venir mañana?,,,
ham,Aproximadamente $lt;#&gt; dólares. Las comisiones bancarias son fijas. Mejor llama al banco para averiguarlo.,,,
ham,"Puedo. Pero tardaré bastante, porque aún no he terminado mi película...",,,
ham,"Por favor, pregúntale a Macho cuánto cuesta el BB Bold 2 porque vi uno nuevo por <#> dólares.",,,
ham,"Hola, no vi tu llamada y mi mamá ha estado derramando vino tinto por todas partes. ¿Cuál es tu dirección?",,,
ham,"Estaré en tu casa en unos 3 minutos, pero estate atento.",,,
ham,Lo que hiciste al irte.,,,
ham,"Vuelvo el jueves. ¡Genial! ¿Podré recibir el dinero sin problemas? Gracias. Ah, sí, ¿cómo estás? Todo bien. ¿Qué tal la escuela? ¿O ahora lo llamas trabajo?",,,
ham,"¡Genial! Por cierto, te daré las entradas para el sábado por la noche a las 7:30. Hablamos antes.",,,
ham,"Sí, eso es lo que estaba pensando.",,,
ham,K.k:) Voy a Tirunelvali esta semana a ver a mi tío... Ya gasté el dinero en ropa. Así que solo necesito el dinero. Lo daré el 1 de febrero.,,,
ham,"Aquí tienes tu ostra favorita... Y tengo mi sashimi favorito... Bueno, ya lo dije... Espera, tu estómago empieza a rugir...",,,
ham,Mi hermana va a ganar más que yo.,,,
spam,"¡Consigue el tono de llamada oficial de Inglaterra o la bandera a color en tu móvil para el partido de esta noche! Envía TONE o FLAG por SMS al 84199. Para darte de baja, envía ENG STOP por SMS. Box39822 W111WX £1.50",,,
ham,"Jajaja... usa tu cerebro, cariño",,,
ham,Acabo de terminar de ver la tele... ¿Y tú?,,,
ham,"Vale, para tu información, estoy de vuelta en casa de mis padres en el sur de Tampa, así que puede que tenga que hacer el trato en otro sitio.",,,
ham,"Buenos días, mi amor... Me voy a dormir ahora y te deseo un gran día lleno de bienestar y oportunidades... Eres mi último pensamiento, cariño, TE AMO *beso*",,,
ham,Kothi imprime marandratha.,,,
ham,"Pero aún no tenemos el tema, ¿verdad?",,,
ham,"Vale, no hay problema... Sí, voy a ir a la escuela a las 4 si no recuerdo mal...",,,
ham,"Gracias, lo tendré en cuenta.",,,
ham,"¡Ay, Dios mío! ¿Cómo está tu brazo?",,,
ham,"Estimado señor, Salam Alaikkum. Fue un honor y un placer conocerle hoy en la tienda de té. Nos complace enviarle nuestro número de contacto en Qatar. Rakhesh es de la India. Por favor, guarde nuestro número. Atentamente.",,,
ham,"Una chica y un chico paseando por el parque. Chica: ¿Puedo tomarte de la mano? Chico: ¿Por qué? ¿Crees que me escaparía? Chica: No, solo quiero ver qué se siente al caminar por el cielo con un príncipe... GN :-)",,,
ham,¿Qué es lo que te hace más feliz?,,,
ham,Te deseo una semana maravillosa.,,,
ham,"Cariño, ¿cómo estás?",,,
ham,"Señor, estoy esperando su carta.",,,
ham,"Tío, ya no soy Piscis. Ahora soy Acuario.",,,
ham,Por supuesto que son 2 años. Solo para que sus mensajes en Messenger como los que me estás enviando me los envíes.,,,
ham,Creo que Steyn seguramente conseguirá un wicket :),,,
ham,"Ninguno de los dos [con voz severa], estoy estudiando. ¡Todo bien por mi parte! Aunque no estoy seguro de que se vaya a solucionar. En fin. ¡Que tengas unas vacaciones estupendas!",,,
ham,"Bolsas de basura, huevos, mermelada, pan, cereales Hannaford Wheat Chex",,,
ham,No. No es orgullo. Tengo casi 10 años y no debería estar quitándole dinero a mi hijo. No se supone que tengas que lidiar con estas cosas. Esto es cosa de adultos; no te voy a decir por qué.,,,
ham,"Suena mejor que mi noche, estoy terminando mi disfraz. No estoy segura de a qué hora terminaré mañana, pero te enviaré un mensaje al final.",,,
ham,Mi cumpleaños es el 1 de febrero.,,,
ham,¿Cuándo quieres ir al gimnasio?,,,
ham,"Eso te gustaría, ¿verdad? ¡Imbécil!",,,
ham,¿Estás despierto? ¿Hay nieve ahí?,,,
ham,¡Y por supuesto que debes armar un escándalo!,,,
spam,"Estás suscrito a TEXTCOMP 250 semanales. La primera semana incluye una pregunta gratuita; las semanas siguientes tienen un costo de 150 peniques por mensaje. Para cancelar la suscripción, envía un mensaje de texto con la palabra STOP al 84128 o llama al 08712405020.",,,
ham,No es posible. No hay disponibilidad para esa habitación hasta después del Día de Acción de Gracias sin un recargo.,,,
ham,¿Cuándo piensan venir?,,,
ham,¿Qué estás haciendo ahora?,,,
ham,"Mis padres, mis hijos, mis amigos y mis colegas. Todos gritando... ¡SORPRESA! y yo estaba esperando en el sofá... ... ..... ¡DESNUDO...!",,,
ham,"No, señor. Por eso tuve un viaje de ocho horas en autobús la semana pasada. Tengo otra audición el próximo miércoles, pero creo que esta vez iré en coche.",,,
ham,¿De verdad? Creí haberlo vuelto a guardar en la caja.,,,
ham,Estoy en casa...,,,
ham,A nadie le interesa. Quizás haya algún plan de negocios.,,,
ham,"Sí, está en Paragon... Todavía no he decidido si haré el corte 2... Jeje...",,,
ham,"¡Buenos días, princesa! ¡Que tengas un buen día!",,,
ham,Guai... �� Debería haberlo visto cuando se porta mal... �� ¿Estás libre hoy? Puedes salir a correr...,,,
ham,"Aiyo porque le envié un SMS y nunca respondió, así que esperé 4 para que respondiera. Pensé que no había terminado tu laboratorio.",,,
ham,"Vivir es muy simple... Amar también es simple... Reír es muy simple... Ganar es muy simple... Pero, ser 'SIMPLE' es muy difícil... ;-) :-)",,,
ham,Dime algo. No pasa nada.,,,
ham,De acuerdo,,,
ham,"Mmm. ¿Traigo una botella de vino para amenizar la velada? ¡Es broma! De todas formas, llevaré una botella. ¿Tinto o blanco? Nos vemos mañana.",,,
ham,Esta es tu prueba facial ( 1 2 3 4 5 6 7 8 9 <#> ) selecciona cualquier número y te diré tu astrología facial... Estoy esperando. Respuesta rápida...,,,
ham,"Hola, Iouri me dio tu número, soy Wylie, amigo de Ryan.",,,
ham,"Sí, ponte al día. Estás holgazaneando.",,,
ham,Estoy dentro de la oficina... todavía llenando formularios. No sé cuándo me dejarán.,,,
ham,"Creo que tu mentor lo es, pero no estoy 100% seguro.",,,
spam,"Llama al 09095350301 y haz que nuestras chicas alcancen el éxtasis erótico. Solo 60 peniques/min. Para dejar de recibir mensajes, llama al 08712460324 (tarifa nacional).",,,
spam,Cámara: ¡Ganaste una cámara digital SiPix! Llama al 09061221066 desde tu teléfono fijo. Entrega en 28 días.,,,
spam,¡TE ESPERA UNA RECOMPENSA NAVIDEÑA DE 400 £! Nuestro sistema informático te ha seleccionado aleatoriamente entre nuestros clientes de telefonía móvil para que recibas una recompensa de 400 £. Solo tienes que llamar al 09066380611.,,,
ham,"Estoy intentando averiguar cuándo tengo que ver a un par de personas esta semana. Dijimos que nos veríamos, pero no fijé ninguna fecha.",,,
spam,MENSAJE IMPORTANTE. Este es el último intento de contacto. Tiene mensajes importantes pendientes en nuestro departamento de reclamaciones de clientes. Caduca el 13/4/04. ¡Llame al 08717507382 AHORA!,,,
ham,"Hola mamá, puede que volvamos más tarde de lo previsto.",,,
spam,Citas: He tenido dos de estos. Empezaron después de que le envié un mensaje a Talk Sport Radio la semana pasada. ¿Crees que hay alguna relación o es una coincidencia?,,,
ham,"Jajaja, ¿tienes un amigo para el perro?",,,
ham,"Vale, ¿tienes algún problema con él? ¿Qué pasa?",,,
ham,"Vale, salgo en unos minutos, nos vemos allí.",,,
ham,¿Sabes qué es la verdadera AMISTAD? Te doy un ejemplo: Solo este mensaje... Cada ortografía de este mensaje es incorrecta... Pero aún así puedes leerlo sin ningún error... BUENAS NOCHES Y QUE DUERMAS BIEN... DULCES SUEÑOS...,,,
ham,"No puedo contestar el teléfono ahora mismo. Por favor, envíame un mensaje.",,,
ham,No quiero que te vayas. Pero apenas puedo hacer lo posible por mantener la cordura. Pelear contigo constantemente no ayuda.,,,
spam,"La puja actual más alta es de 151. Para pausar esta subasta, envíe OUT. Atención al cliente: 08718726270",,,
spam,"Participa gratis en el concurso semanal gr8prizes y gana el último Nokia 8800, una PSP o 250 £ en efectivo cada semana. Envía un SMS con la palabra GREAT al 80878. http://www.gr8prizes.com 08715705022",,,
ham,Alguien creó un sitio web donde puedes jugar al hold 'em usando spacebucks de Eve Online.,,,
ham,Hace sol en California. El clima es fresco.,,,
spam,Tienes 1 mensaje nuevo. Llama al 0207-083-6089.,,,
ham,"Puedo llegar hasta allí, sacándole dinero a mi papá.",,,
ham,Buenos días a ti también. Ora por mí. Quítate los dientes porque me duele mantener otras cosas.,,,
ham,"¿Cómo están, chicas? Espero que estén bien. Dormí fatal. Me quedé dormida a las 5. Estoy agotada y me da pavor ir a trabajar esta noche. ¿Qué planes tienen? X",,,
ham,¿Cómo nos ayudan los amigos con los problemas? Nos dan la sugerencia más estúpida que nos mete en otro problema y nos ayuda a olvidar el problema anterior.,,,
ham,"Estoy en el trabajo. Por favor, llame.",,,
ham,"¡Seré gentil, nena! Pronto estarás recibiendo todos los centímetros dentro de tu apretada vagina...",,,
ham,¡¡NO HUBO MUCHAS PELEAS. FUE UNA BUENA NOCHE!!,,,
ham,"Vale, vale, vale... entonces... ¿cuál es tu plan para hoy?",,,
ham,"No bromeaba, en serio, te lo dije.",,,
ham,¿Viendo la película de Ajith?,,,
ham,"Ooooooh, olvidé decirte que puedo entrar a Yoville desde mi teléfono.",,,
ham,"¡Listo, todo entregado! No sé si ir a la megatienda de Asda cuenta como celebración, ¡pero eso es lo que estoy haciendo!",,,
ham,"No sé exactamente, ¿podrías preguntarle a Chechi?",,,
ham,No sé si debería estar conduciendo porque voy a la escuela 1 hora.,,,
ham,Como en quiero un descuento de oficial de aduanas oh.,,,
ham,Eso es necesariamente respetuoso.,,,
ham,Hola. Espero que hayas tenido un buen día. Que tengas una mejor noche.,,,
ham,Y al parecer ahora es muy amigo de Carly Quick.,,,
ham,DIFÍCIL PERO CIERTO: Cuanto más le demuestres y expreses tu amor a alguien... ¡tanto dolerá cuando te deje o se separen...!�����_??�۬ud evening...,,,
ham,"Cariño, creo que tengo tu paraguas. Lo dejé en inglés. Te lo traeré mañana. Te quiero, Franxx.",,,
ham,"Hola cariño, soy yo, gracias por venir aunque no salió muy bien. ¡Solo quería mi cama! Espero verte pronto, besos y abrazos xxx",,,
